Lon,Lat,PermitCount,Intensity
143.65000000000012,-35.900000000000034,1,1.7571023157027121
143.7250000000001,-35.750000000000036,1,1.0113843988484912
143.65000000000012,-35.60000000000004,3,3.1401113659620927
143.7250000000001,-35.45000000000004,3,3.3324982051131684
143.7250000000001,-34.55000000000005,2,2.3779826682266085
143.8750000000001,-37.25000000000002,1,1.2749707960074226
143.80000000000013,-36.20000000000003,3,3.3378652309252534
143.80000000000013,-35.900000000000034,1,1.454088731374263
143.8750000000001,-35.750000000000036,5,5.977846764568884
143.80000000000013,-35.60000000000004,2,2.899282174610496
143.80000000000013,-34.40000000000005,1,1.455015505869171
144.02500000000012,-38.45000000000001,1,1.8515439281481783
144.02500000000012,-38.15000000000001,1,1.8413130196190177
143.95000000000013,-37.40000000000002,1,1.2613115394362224
143.95000000000013,-37.10000000000002,2,2.5688395718356776
144.02500000000012,-36.35000000000003,2,2.694591127563264
144.02500000000012,-36.05000000000003,5,5.231082310041698
143.95000000000013,-35.900000000000034,2,2.860936988229558
144.02500000000012,-35.750000000000036,3,3.715856360932639
143.95000000000013,-35.60000000000004,1,1.4529750950276392
144.10000000000014,-38.30000000000001,1,1.4178419427413125
144.10000000000014,-36.50000000000003,2,2.7022189098179346
144.17500000000013,-36.35000000000003,2,2.102165946954815
144.10000000000014,-36.20000000000003,2,2.3315303581073117
144.10000000000014,-35.900000000000034,3,3.5164226797770803
144.17500000000013,-35.750000000000036,3,3.3642109924997343
144.10000000000014,-35.60000000000004,1,1.9053996709704761
144.10000000000014,-35.30000000000004,1,1.5363163856568929
144.17500000000013,-34.55000000000005,1,1.276819750046768
144.25000000000014,-38.30000000000001,1,1.7161349241404333
144.25000000000014,-36.800000000000026,1,1.2602614760122703
144.25000000000014,-36.50000000000003,3,3.7868754399965643
144.32500000000013,-36.35000000000003,2,2.4368616679737882
144.25000000000014,-35.900000000000034,3,3.1940517537561792
144.47500000000014,-36.65000000000003,2,2.668316171526755
144.40000000000015,-36.50000000000003,1,1.5396352883860902
144.47500000000014,-36.35000000000003,7,7.667995080556465
144.40000000000015,-36.20000000000003,5,5.948984666158272
144.40000000000015,-35.900000000000034,1,1.1189624316422995
144.62500000000014,-37.55000000000002,1,1.7856904657027162
144.62500000000014,-36.65000000000003,1,1.4114904762905311
144.62500000000014,-36.35000000000003,28,28.988646834034913
144.55000000000015,-36.20000000000003,20,20.59269365041245
144.77500000000015,-38.45000000000001,1,1.8783282161299688
144.70000000000016,-38.30000000000001,1,1.7504548149919303
144.70000000000016,-37.70000000000002,1,1.7130362446894387
144.70000000000016,-37.10000000000002,2,2.4600678551417197
144.77500000000015,-36.65000000000003,2,2.2376960018337604
144.77500000000015,-36.35000000000003,10,10.148775560113119
144.70000000000016,-36.20000000000003,6,6.529154675011988
144.70000000000016,-35.00000000000004,1,1.1092592633737497
144.77500000000015,-34.55000000000005,1,1.366566065654991
144.92500000000015,-38.45000000000001,1,1.9780158356113227
144.92500000000015,-37.55000000000002,1,1.0150296730606163
144.92500000000015,-37.25000000000002,1,1.0045963090866863
144.85000000000016,-36.50000000000003,1,1.2690210285718795
144.92500000000015,-36.35000000000003,35,35.12687030505176
144.85000000000016,-36.20000000000003,12,12.097392569422999
144.85000000000016,-35.30000000000004,1,1.4283111953911236
145.07500000000016,-36.950000000000024,1,1.0834771454369585
145.00000000000017,-36.50000000000003,23,23.465157150848434
145.07500000000016,-36.35000000000003,24,24.7421408004676
145.00000000000017,-36.20000000000003,34,34.34834159854014
145.07500000000016,-36.05000000000003,1,1.194768487069279
145.00000000000017,-35.900000000000034,3,3.8638100200395513
145.07500000000016,-34.55000000000005,1,1.6308966408102803
145.22500000000016,-38.15000000000001,1,1.150595449140295
145.15000000000018,-36.800000000000026,1,1.354007884946016
145.22500000000016,-36.65000000000003,2,2.738584114925613
145.15000000000018,-36.50000000000003,17,17.368508059663952
145.22500000000016,-36.35000000000003,35,35.26548421893328
145.15000000000018,-36.20000000000003,11,11.499082772731517
145.22500000000016,-36.05000000000003,11,11.662677628760612
145.15000000000018,-35.900000000000034,1,1.4685779704414976
145.22500000000016,-34.55000000000005,1,1.8302358148261915
145.15000000000018,-34.40000000000005,1,1.5141587624132145
145.30000000000018,-38.30000000000001,1,1.8884561888734812
145.37500000000017,-38.15000000000001,1,1.4826428202543052
145.37500000000017,-37.850000000000016,2,2.3034768949162285
145.30000000000018,-37.10000000000002,1,1.1091097121135898
145.37500000000017,-36.65000000000003,3,3.5705370717799307
145.30000000000018,-36.50000000000003,25,25.07967907788987
145.37500000000017,-36.35000000000003,19,19.755256988344478
145.30000000000018,-36.20000000000003,5,5.159413847436582
145.37500000000017,-36.05000000000003,12,12.315614537258416
145.30000000000018,-35.900000000000034,1,1.9022478220867245
145.4500000000002,-37.70000000000002,1,1.3874297366250876
145.52500000000018,-36.65000000000003,1,1.0482334039843066
145.4500000000002,-36.50000000000003,3,3.9136231334604097
145.52500000000018,-36.35000000000003,15,15.23236302947152
145.4500000000002,-36.20000000000003,7,7.119630937008779
145.52500000000018,-36.05000000000003,12,12.756464366728276
145.4500000000002,-35.900000000000034,8,8.788667790927985
145.4500000000002,-34.10000000000005,1,1.1425315724320604
145.6000000000002,-36.800000000000026,1,1.671219757053794
145.6000000000002,-36.50000000000003,2,2.331632669249692
145.6000000000002,-36.20000000000003,20,20.932014229580123
145.67500000000018,-36.05000000000003,4,4.3527498171924615
145.6000000000002,-35.60000000000004,1,1.7473244829504062
145.7500000000002,-38.60000000000001,2,2.484899832482598
145.8250000000002,-38.15000000000001,1,1.3313214894654108
145.7500000000002,-36.800000000000026,1,1.3857600483101322
145.8250000000002,-36.65000000000003,1,1.3526294899716735
145.7500000000002,-35.900000000000034,1,1.0068081975196645
145.9750000000002,-36.65000000000003,2,2.1016380315351864
145.9750000000002,-36.05000000000003,1,1.7424731930200859
145.9750000000002,-34.55000000000005,1,1.4251680878931183
146.1250000000002,-36.65000000000003,1,1.8938762116414731
146.0500000000002,-36.50000000000003,1,1.1957750491098607
146.1250000000002,-36.05000000000003,2,2.8157971199876135
146.2750000000002,-36.65000000000003,2,2.1529307510259335
146.35000000000022,-36.50000000000003,1,1.1962392081608557
146.4250000000002,-36.35000000000003,2,2.349614067396529
146.35000000000022,-36.20000000000003,2,2.834660592055948
146.4250000000002,-36.05000000000003,4,4.456133451502963
146.50000000000023,-36.50000000000003,1,1.7776116101942065
146.50000000000023,-36.20000000000003,2,2.2169493640624607
146.72500000000022,-38.15000000000001,1,1.721297301391414
146.65000000000023,-36.50000000000003,1,1.0471788910048088
146.65000000000023,-36.20000000000003,2,2.8967083260200206
146.72500000000022,-34.850000000000044,1,1.946461668727825
146.80000000000024,-38.60000000000001,1,1.5521641014177578
146.87500000000023,-38.15000000000001,1,1.0007104092081893
146.80000000000024,-38.000000000000014,2,2.1291383543580342
146.87500000000023,-36.35000000000003,1,1.936198230259682
146.80000000000024,-36.20000000000003,1,1.2387270144967348
146.95000000000024,-38.000000000000014,2,2.9115226945664348
146.95000000000024,-36.800000000000026,1,1.5154952215358168
147.17500000000024,-38.15000000000001,3,3.7187149171435707
147.10000000000025,-38.000000000000014,1,1.532255095569691
147.17500000000024,-36.35000000000003,1,1.08487165475709
147.10000000000025,-36.20000000000003,1,1.9372303651353282
147.25000000000026,-37.70000000000002,1,1.1549388685722208
147.40000000000026,-38.000000000000014,1,1.9050168721679048
147.47500000000025,-35.15000000000004,1,1.1138132700528272
147.92500000000027,-33.95000000000005,1,1.849992532075976
148.00000000000028,-36.20000000000003,1,1.1884134693940673
148.4500000000003,-34.10000000000005,1,1.7696205526688749
